来源：	邢向东 王兆富 2014《吴堡方言调查研究》；灰原哀 木瓜 整理录入
说明：	代表吴堡县寇家塬镇东王家山音系。
#符号说明：	-白=文*俗?待考
#调值	［1］213［2］33［3］412［5］53［7］3［8］213［0］21
#ɿ	
ts	［1］支枝肢资姿咨兹滋梓之芝辎脂{～油}□{状态形容词重叠式后缀，威格～～儿：耍威风的样子}［2］吱{象声词}［3］姊脂{～肪}旨子紫纸呲只止趾址［5］自至字痔稚志誌痣□{称}
tsʰ	［1］疵眵龇{用力踩}呲鸱{～怪子：一种较大的猫头鹰}□{鸡卜～儿：鸡胗}［2］雌瓷慈磁词祠［3］此齿子{拿～～：抓子儿}［5］刺赐翅豉次伺{～候}嘶{象声词：多形容扯破布料的声音}
s	［1］斯厮撕燍{～气了：馊了}施私师狮司丝思饲诗［2］匙辞时［3］死尸屎使史驶［5］豕是氏四肆矢示视嗜似祀巳寺嗣士仕柿俟事市恃试侍赐-{明舍暗～}
#ʅ	
tʂ	［5］掷炙
tʂʰ	［5］嗤{忽～：象声词}□{秋～：蟋蟀}
#i	
p	［1］屄［3］蓖彼［5］蔽敝弊毙陛被备闭={禁～}褙{袼～儿}
pʰ	［1］批披疲［2］皮琵枇平-{～师：风水先生}［3］脾避鄙庇痹俾僻{～静}［5］屁
m	［2］迷谜咪糜弥靡眉楣媚柠{～条}冥{～婚}［3］米［5］篾昧{圪～：趁人不注意把别人或公家的东西拿走}眯□{瞄，瞅准}
n	［2］泥{和～，～灶火}倪宜谊尼疑□{生～：生锈}［3］拟［5］匿溺泥{～水匠}
tɕ	［1］鸡稽饥肌几{茶～}基机惊{马～了}戟荆{～茇：荆条}［3］己几{～乎}几{～个}虮景-{～家沟：地名}［5］计继系技妓寄冀纪记忌既季镜□{忙～：忙碌}［0］地{助词，放在状语和动词中心语之间}
tɕʰ	［1］梯欺期［2］堤题畦提蹄奇骑岐歧祁鳍其棋旗［3］体启企起杞岂［5］啼替涕剃{下吴堡音}屉契器弃气汽［0］箕{簸～}
ɕ	［1］溪奚兮牺希稀［2］孩-{～儿，这是“孩儿”的折合音，口语中没有单念的}肥-{形容人胖}［3］玺徙嬉熙喜螬擤［5］系{筐～～}撃{联～}係{关～}戏费-{磨牙～口：费口舌}惠-{姓}
Ø	［1］医衣依胰{洋～子：香皂}揖［2］爷-{老～河：专指黄河}移伊夷姨疑饴沂遗榆-{～树}蝇-赢营-{做～生：干活儿}［3］蚁倚椅矣已以尾-委-{～咐：嘱咐，委托}影-{～住：挡住，遮住}□{圪～：(使)恶心。神木话该语素读iɤ，从几个方言比较可以推断，该字属于古曾开三或梗开三、四等影云以母字}［5］艺刈仪义议易肄意异毅宜{便～}逸忆亿抑翼影-{～子}亦译易疫役
#u	
p	［3］补捕保-{～来～不来：相信不相信}堡［5］布怖怖步埠抱-{～住}菢
pʰ	［1］铺{～炕，～盖}［2］蒲菩脯扑{～克儿}［3］谱普浦甫脯［5］部簿铺{床～，～子}
m	［2］模{～子，～范}摹谋毛-{～孩儿：婴儿}［3］某亩牡母□{～治：考虑}［5］暮慕墓募幕牧□{不用尺子，大致量一下}
f	［1］夫麸［2］夫{姐～}肤敷孵扶芙浮咐{委～}［3］府腑俯斧釜腐辅否［5］符父付赋傅赴讣附{～和}妇负阜富副
t	［1］都{～来}□{圪～：拳头，一般写成“圪都}朵{一～花儿}［3］堵赌肚{指动物的胃}［5］杜
tʰ	［2］坨{后燕圪～：后脑窝子}徒屠途涂图［3］土吐［5］兔
n	［5］怒
l	［1］芦{葫～儿}鏴{锢～匠}□{təʔ21～：逮住}［2］□{tʰuəʔ3～：喝粥的声音}［5］□{xuəʔ3～：“糊涂”的分音词}辘{毂～}
ts	［1］猪褚诸诛蛛株朱硃珠［3］阻煮拄主［5］著箸助柱驻註住注蛀铸
tsʰ	［1］初雏□{状态形容词重叠式后缀，臭格～～儿：形容不太臭的味道}［2］除储锄厨［3］楚础处杵{低(头)}暑帚{扫～，苕～}［5］处□{(鞭炮)没有爆响，火药直接燃烧}
s	［1］梳疏蔬书舒枢输殊输{运～}［3］鼠黍署薯数蜀［5］庶恕数竖戍树粟
z	［2］如儒□{圪～：手因受冻而发僵}［3］汝乳孺擩{杵：～了一圪tu213：杵了一拳头}蠕［5］擩{将手或棍子等伸进孔洞内：～进去}
k	［1］锅{又}姑孤箍枯□{tsie412～儿：没长毛的小老鼠}菇{香～}［3］古估牯股鼓［5］蛄{蝼～}菇{蘑～}故固锢雇顾［0］□{猛子～：猛然}
kʰ	［1］窠□{～子：椅子牚儿}［3］苦［5］课骒{～马}库裤
x	［1］呼慌{又}午{晌～}［2］河{又}胡湖糊{～涂}狐壶乎鬍后{脊背～}黄-{昏～：黄昏}蜉{夜鳖～儿：“蝠/蜉”的音变}［3］虎唬浒［5］户沪互护瓠糊{眼～：视物模糊；～脑倯：糊涂蛋}
Ø	［1］倭诿窝莴{～苣}乌污［2］吴蜈吾梧无呜王-{东～家山，～家塔：用于地名}兀{远指代词}［3］伍午武舞侮鹉［5］卧误悟巫诬务{～养的：养子}雾戊呜{～呐喊}□{表示触觉的形容词：～温}
#y	
n	［2］鱼渔于-{用于地名：～家沟，～家圪𫭼}［3］女
tɕ	［1］居车［3］举［5］巨苣{莴～}炬拒距据锯聚瞿矩句具惧剧{～烈}剧{戏～}
tɕʰ	［1］蛆趋区驱椿{～树}［2］渠［3］取［5］去{除去：～皮}
ɕ	［1］虛噓墟［2］徐鬚需［3］许［5］序叙绪絮
Ø	［2］驴于=淤余餘舁愚虞吁於迂盂榆={～林}逾愉愈围-{～圆：周围，邻近处}［3］语与雨宇禹羽［5］御禦誉预豫娱遇寓喻芋{洋～}慰纬{～线}郁育玉
#ɑ	
p	［1］巴芭疤［3］把㞎{～屎：拉屎}［5］霸壩坝{堤}爸罢耙把{脚～儿：脚后跟}吧{揣测、祈使语气词}叭{象声词}
pʰ	［2］爬琶杷钯婆-{眼泪～娑：泪水直流的样子}［5］怕帕
m	［1］妈摩{怎～}［2］麻痳蟆［3］马码{一～儿}［5］骂末{～名：最后一名}
t	［1］搭{这～儿}［3］打［5］大{～氅}［0］打{随意貌助词：吃～，喝～}
tʰ	［1］他她它塌{状态形容词重叠式后缀，灰卜～～儿：垂头丧气的样子}嗒{卜～：象声词}
n	［2］拿［3］那{远指代词}
l	［1］拉□{否定词后缀：没～}□{状态形容词重叠式后缀，硬ト～～儿：东西摸上去硬硬的感觉}［2］哪{xuəʔ3～：“划”的分音词}［5］啦{～闲话：聊天口用于选择问、反复问句上句的末尾，当为“嘞也”的合音：你去～是不去?}□{圪～：缝隙，“罅”的分音词}
ts	［1］渣咋{怎么}蹅{踩}［3］拃［5］诈榨炸乍轧昨{～天}柞斫{剁，砍：～骨殖，～肉}栅则{表祈使、感叹的语气副词：～吃吧}奓{张开、伸出：胳膊～起}□{ト～儿：泥鳅}□{圪～～：形容雷电等的象声词}
tsʰ	［1］叉杈差瘥{病～了：病轻了。《说文》“瘥，癔也。”《正字通》：“痿，疾癔。”广韵)昨何切。《集韵》才何切。吴堡话保留中古音，声韵均吻合}钗［2］茶搽查茬咱［3］衩{～～：ロ袋儿}［5］岔差{不～}嚓{象声词}□{泼～：胆大，泼辣}□{嗓子哑}
s	［1］沙纱［3］洒厦傻撒［5］沙{拣；不密}［0］萨{菩～}娑-{眼泪婆～}
tʂ	［1］遮睁-{～眼}
tʂʰ	［1］车-［2］□{老圪～：有资格的老年人}［3］扯
ʂ	［1］奢赊生-甥［2］蛇［3］捨騇{～牛：母牛}［5］赦舍社-{供销～}
ʐ	［3］惹
kʰ	［3］哥{又：～～}玍{～骨：吝啬鬼}
x	［5］下-{～头，～来}吓
Ø	［1］阿{～尔巴尼亚}
#iɑ	
p	［1］绷-{贴：把画儿～在墙上}□{扔，摔}［5］迸-{～火花儿}蹦-{疼得乱～嘞}
pʰ	［1］□{(水)满，溢出}［2］棚-{檐儿：房～，帽～～}［3］□{①分开，叉开；②扯掉}［5］□{①破裂；②观点不一致，说不到一起}
m	［2］虻{～蝇：牛虻}乜{痴呆，傻}［3］猛-{～不防}［5］□{～～：哨子}
t	［1］爹
n	［1］□{第二人称代词复数形式、领属形式，“你家”的合音}［2］牙芽衙伢凌-{冰～}［3］哑仰-{仰面朝天半躺}［5］砑{～平}压
l	［1］□{ト～：“蹦”的分音词，乱滚}［3］冷{可～嘞；～雨：冰雹}［5］趔{一～趄：斜着身子}
ts	［3］姐{～夫}［5］借
tsʰ	［5］笡{斜}
s	［1］些-［2］斜邪 ［3］写-{～仿}□{叉开：腿～开}［5］泻卸
tɕ	［1］家加痂嘉傢耕{～地}更-{～深半夜}［3］假贾［5］假{放～}架驾嫁价枷{连～}［0］稼
tɕʰ	［1］坑-揢{抱}［2］茄□{～人子：太贵，使经济负担重}［5］卡{～脖子}拤{缩紧}揢{抱，又}趄{一趔～：斜着身子}□{～把子：事情做不成了}
ɕ	［1］□{惹：～下了}［2］虾霞瑕遐暇［5］夏下={～降}谢杏［0］些{表邀请的语气词：吃～}
Ø	［1］丫［2］雅鸦耶爷涯［3］也野［5］亚夜［0］也{将来时助词，表将要发生某事}
#uɑ	
ts	［1］抓［2］□{①(动作)快速，准确，②当下}［3］爪
tsʰ	［2］□{勤～流水：形容干事动作利落的样子}［3］□{用手从上往下剥、抹：把蛇皮～下来；蹭：～破皮儿}［5］欻{形容快速}［0］□{日pɑʔ3～：次，差}
s	［1］刷{捋，又}［3］耍厦{读音特殊：～头子，窑洞上厦檐的石支架}
z	［2］挼{揉，搓}
k	［1］瓜刮{又：～胡子}［3］蜗{～～牛}寡剐［5］挂褂卦□{左边～：左撇子}
kʰ	［1］夸跨［3］侉垮［5］挎胯
x	［1］花华{中～}［2］铧划{～拳}［5］化华{～山}画话划{计～}
Ø	［1］洼挖搲{抓挠}［2］蛙娃哇［3］瓦{名词}［5］瓦{动词}鸹{黑老～：乌鸦}漥
#yɑ	
tɕ	［1］□{圪～：小卷儿}
tɕʰ	［2］瘸
ɕ	［1］靴［2］横-{～顺}［5］□{赖着不走}
#ie	
p	［1］鞭编边［3］贬匾扁{～食：水饺}□{逼，使窘迫}□{挽}［5］辨辩变汴便{方～}辫遍迸-
pʰ	［1］偏［2］便{～宜}［3］篇蝙扁{～豆}谝闲聊［5］骗片遍-{～山二漥}
m	［2］绵棉眠［3］免勉娩［5］面麺
t	［1］掂颠 ［3］点典［5］簟店电殿奠佃垫淀{圪～：不消化}靛
tʰ	［1］添天［2］甜田填［3］舔
n	［2］拈言-{～喘}年{今～，～时}［3］辇捻腆撵□{你们：当为“你家”的合音}［5］酽念砚{南部，～瓦儿：砚台}［0］乜{油脂不～：手上沾满油脂的样子}
l	［1］□{ト～：快速扭动身体，打滚儿}［2］廉镰廉连联怜莲裢{搭～儿}□{təʔ3～：垂下}［3］敛殓脸［5］练炼链楝□{kʰuəʔ3～：“圈”［tɕʰye53］的分音词}［0］了{句末语气词：雪消～}
ts	［1］尖歼煎{饭菜凉了以后，热～下}［3］剪□{～kʰu213儿：没长毛的小老鼠}［5］渐践箭溅贱饯荐
tsʰ	［1］笺签迁千［2］潜钱前［3］且{～活：将就}浅［5］妾
s	［1］些=仙鲜先{～走}［2］□{鸡踏狗～：乱糟糟的样子}［3］鲜癣先{～前年：大前年}［5］线泄屑先{～后：妯娌}
tʂ	［1］沾粘瞻毡这{～个}［3］者展［5］蛇{老，用于属相}占佔战颤
tʂʰ	［1］车={水～}［2］蟾缠禅蝉{秋～儿}
ʂ	［1］膻掮煽［2］蝉{又}禅{又}［3］陕闪［5］射麝善扇{～子}膳单骟
ʐ	［2］黏鲇然{～后}［3］染冉碾{～子}［5］□{麦～：和泥用的麦草}冉{～沟：地名}
tɕ	［1］兼搛犍{～牛}肩坚□{状态形容词重叠式后缀：绿格～～儿：形容绿得好看}［3］检俭={勤～节约}拣捡𰉱{～畔：院子和山坡的相交处}茧趼毽{踢～～}［5］剑件键建健腱见俭-{勤～：勤快}□{忙～：忙乎}［0］价{指示代词、疑向代词后缀：怎摩～}
tɕʰ	［1］谦杴锨牵揩{～水手巾儿：手帕}［2］钳乾虔掮讫［3］遣［5］欠歉［0］起{院～：院子里}
ɕ	［1］掀{推：～住，又}憨颔{～水：口水}［2］嫌贤弦限{门～：门槛儿}寒-蚶［3］险显癣［5］羡{邪母线韵，特殊}宪献现县鼾旱汉汗腺
k	［1］甘柑泔干肝竿矸{阳～石儿}［3］感敢杆秆擀赶
kʰ	［1］□{～麻乎儿：差点儿，副词}［3］砍{～刀}［5］看
ŋ	［1］庵埯安鞍［2］严-［3］揞［5］暗岸按案砚{北部}
Ø	［1］淹阉腌蔫焉烟燕□{后～圪坨：后脑窝子} ［2］盐阎檐严=俨延筵言=研缘沿芫{～荽}衍靥{笑～圪坨儿：酒窝}［3］掩演兖黶{～子：痣}［5］验炎厌沿{锅～}艳焰谚堰燕嚥宴液腋蜒{毛蚰～}□{～奓：嚣张}［0］魇{睡～}
#ye	
l	［1］□{kʰuəʔ21～：“圈”的分音词}［2］□{kuəʔ3～：“蜷”的分音词}
tɕ	［1］捐［3］卷啳{破口骂}［5］圈{猪～}眷卷绢倦券{国库～}
tɕʰ	［1］圈［2］全泉拳权颧旋{～子：头发旋儿}［3］犬［5］劝
Ø	［1］轩掀{推：～住}宣喧［2］旋{～转}玄悬眩［3］选［5］旋{～风儿}镟楦
Ø	［1］冤［2］圆员元原源塬{～子：水地}袁辕园援［3］远［5］院愿苑怨
#ɤ	
p	［1］般搬［5］伴拌半-{一～}绊畔
pʰ	［1］□{～门：专门}［2］盘［5］判{老}
m	［2］瞒馒蔓{～菁}鞔{～鞋}［3］满［5］漫-慢
n	［3］那{指代第三人称单数}
tsʰ	［3］枣
tʂ	［1］召-招-{～女婿}［5］照-{～见：看见}
tʂʰ	［1］朝超-{向上方抬(头)：脑～起}□{①使没有着落，困起；②办事没结果}
ʂ	［1］烧［2］□{～探：打听}［3］少晌{～午}［5］烧{出霞：早～，晚～。～枣儿红：蝉}□{～说}
z	［2］饶［3］扰绕-［5］绕{～线线}
#iɤ	
pʰ	［1］膘彪{老}标-{～致}□{～翻：筹集}□{砌(窑掌)}［3］婊
pʰ	［1］飘漂鳔瞟［2］瓢嫖［5］票
m	［2］茅-苗描矛-{～子}［3］藐［5］庙妙
t	［1］刁叼［2］钓吊掉调藋
t	［1］挑拣［2］条调［3］挑{～担：连襟中妻子大的一方}［5］跳粜{卖粮食}窵{远～：遥远}
n	［5］尿谬{老}
l	［1］缭{状态形容词重叠式后缀：轻忽～～儿：轻飘飘}［2］聊撩{～羹儿：小勺儿}疗-{～治}□{～么：赶紧，迅速}嘹缭{～乱}獠{～牙}［3］燎{～毛}了{把事情～了}［5］料尥廖瞭{远看}镣{脚～}撂□{圪～：“翘”的分音词}
ts	［1］焦老椒-［5］醮噍匠-{半～手：外行}焦{用于四字格，如“干毛儿舌焦”}
tsʰ	［1］锹缲劁［3］悄雀{～儿}［5］俏
s	［1］消 ［3］小 ［5］笑
tɕ 	［1］浇［3］矫搅{圪～：一种搅熟的荞麦面食品，陕西大多数方言叫“搅团”}［5］轿叫绞{～住：用绳子和短棍拧住；～轴儿；连枷}较-
tɕʰ	［1］蹻{迈}［2］乔侨桥荞瞧{觉～}［5］窍
ɕ	［1］枵{～妙：薄逍}［2］学-{～一下就会了}□{(腿，臀)抬起}［3］晓
Ø	［1］妖邀{～席：请客}腰幺吆约{～摸：猜测}［2］摇{老}谣窑［3］舀杳［5］鹞勒要-{想～}崾{半山腰}
#uɤ	
t	［1］端［3］短［5］堕=惰=断锻段缎椴□{赶走}
t	［1］貒［2］团［3］妥=隋
n	［3］暖
l	［1］□{kuəʔ21～：“环”的分音词}［2］鸾恋［3］卵［5］乱
tsʰ	［1］钻专砖［3］转{～弯}攥{～～：髻}［5］赚纂钻篆转{倒～，～圈圈}传{～记}
tsʰ	［1］氽川穿□{～子：一种铜管子，装上凉水，放在火里烧水，烧开后喝}［2］传{～话}椽船攒全-［3］喘［5］窜串
s	［1］酸拴［5］算蒜
z	［3］软挼{紧挤住，限制住，使人感到局促}
k	［1］官棺冠-{鸡～子}［3］管馆［5］贯-{满～；水～子：虹}惯-灌罐冠{～军}
kʰ	［1］宽［3］款
x	［1］欢-{跑得可～嘞}［3］缓［5］唤焕-{老}换患-宦-
Ø	［1］豌剜弯［2］玩完丸［3］碗［5］腕□{陷(进泥水里)}［0］午{端～}
#o	
p	［1］包刨［3］褒保=宝饱［5］报暴鲍豹爆铯抱=
pʰ	［1］泡{圪～儿：泡儿}抛{～弃，单字音}剖疱［2］袍胞［3］跑［5］炮泡胖{又}雹抛{滚；掉}［0］脬{尿～}
m	［2］毛=茅=猫锚矛=［3］峁卯［5］冒帽貌茂贸陌
t	［1］刀叨［3］祷岛捣倒{跌～，～腾}［5］道稻到倒{～过来，～打一耙}盗导
t	［1］掏 ［2］滔桃逃淘啕陶萄涛［3］讨［5］套䵚{～黍：高梁}
n	［2］铙挠脑{头}［3］脑{～子}恼𫼭{扛；举}［5］闹痨{～死：毒死}
l	［1］𫭼{圪～儿：角落，“角”的分音词}［2］劳捞牢唠痨{～症}［3］老佬{夹窝～：成天呆在家里不出门的人}栳{圪～：放粪的器物}□{圪～：“搅”的分音词}［5］涝骆落-{～窝鸡}烙-{～饼子}骆□{圪～钵儿：胳肢窝}捞{～头：渔网}［0］饹{饸～}
ts	［1］遭糟搔{卜～}［3］早{～里：副词，本来就：～里我不会写，你把我圪捣得澡爪}找蚤□{～架：搭架子}［5］皂唣{咬～：供出同伙}灶笊□{焯：把菜～给下}罩櫂{船桨}□{tsʰiəʔ3～：暗暗地较劲}噪燥
tsʰ	［1］操抄钞巢剿［2］曹褿嘈槽［3］草騲炒吵［5］造躁糙□{丁字形的工具，角度小，朝里弯}
s	［1］骚臊{～气}梢捎稍艄［2］□{刮～：发现}［3］扫{～地}嫂［5］扫{～帚}潲{～雨}哨臊{～子}□{孤～：孤单}
z	［2］搔{用指头抓。～咬咬：挠痒痒}
tʂ	［1］朝召=昭沼招={～待}［5］赵兆照={执～}
tʂʰ	［1］超={～过}［2］朝潮
ʂ	［2］韶绍［5］少{～年}邵尚{和～，韵母特殊}
ʐ	［3］绕={围～}
k	［1］高膏篙羔糕［3］稿搞［5］告
kʰ	［3］考烤［5］靠犒铐
ŋ	［1］坳［2］熬{①动词：水煮；②形容词：累}爊{～菜}［3］袄［5］膏{～油}傲鏊懊奥拗撬
x	［1］□{吹晾}［2］豪壕毫嚎号耗［3］好{～人}［5］浩好{喜～}号
#io	
p	［1］标=彪{新}［3］表錶
pʰ	［5］漂{～亮}□{打(架)}
m	［3］渺秒
t	［1］貂雕
t	［5］调{～皮}
n	［1］肴淆［2］□{愁，烦，腻味}［3］咬鸟［5］拗{又}
l	［2］燎{星火～原}疗={治～}辽
ts	［1］焦={新}蕉={香～}椒={辣～}
tsʰ	［2］樵瞧［5］鞘
s	［1］宵霄硝销萧箫
tɕ	［1］交郊胶骄娇跤缴教{①动词；②介词：被}［3］绞狡铰搅{动词}侥［5］教校酵窖觉
tɕʰ	［1］敲［3］巧 ［5］窍［0］跷{高～}
ɕ	［5］孝{～顺，～子}效校校{上～}嚣
Ø	［1］要{～求}腰{～坝：河中间用来拦水的坝}［2］摇{新}姚尧［5］要={重～}耀跃样{一～}
#ɑe	
p	［1］杯悲［2］白{茴子～}［3］摆□{漂洗(衣服)}背{～后}［5］贝拜韛稗鵯{兀～：老鹰}倍辈背{脊～}焙
pʰ	［1］胚坯丕［2］排牌培陪赔裴［3］派［5］沛败配佩□{～uɑe33：又胖又笨的样子}
m	［1］□{甜～～：形容味道很甜}［2］埋梅枚{猜～～}媒煤霉［3］买每□{～头子：柴炭火灭了}［5］卖迈妹昧=
t	［1］呆［3］逮□{秃圪～子；又粗又矮的人或东西}［5］待怠殆戴贷代袋带大{多～：多少；～王}呔{圪～～：象声词，形容水开的声音}
tʰ	［1］胎薹{油菜～儿}［2］台苔抬［3］奤{不～气：不大方}□{～ʂəʔ3：一般，通常。用在否定结构中：～～不来}□{～哄：开玩笑，逗笑}［5］态太泰
n	［2］崖挨{～打}［3］乃奶矮［5］耐奈
l	［1］□{xəʔ21～：很}［2］来□{～ʂər21：当时。疑即“来辰儿”}［5］赖{脏}癞{～蛤蟆}
ts	［1］灾栽斋崽［3］宰载滓［5］在再载{～重}载{满～}债寨
tsʰ	［1］猜差搋{用拳头揉：～糕，一面犊不生育的：～婆姨}［2］才材财裁纔豺柴［3］彩采睬踩［5］菜蔡□{打}□{ト～～：象声词}
s	［1］腮鳃筛［5］赛晒
z	［2］□{～声股气：形容说话不干脆}
k	［1］该赅{～管：管}敢{语气副词}［3］改［5］概溉盖丐［0］□{来～：过去时助词，表曾经发生过某事；语气词}
kʰ	［1］开［3］凯楷［5］慨
ŋ	［1］哀埃挨［3］碍蔼隘［5］艾爱
x	［1］唉［2］鞋孩{没胎～：不知足}［3］海解{～绽：解劝}［5］亥害骇解{姓}解{知道；懂得：～开了，～不开}薤{葱韭～蒜}懈{松～～}
#iɑe	
tɕ	［1］皆阶秸{麦～}街［3］减解［5］介界芥{～子：芥菜}疥届戒械解{起～}
tɕʰ	［1］揩
ɕ	［2］谐［5］懈蟹
#uɑe	
t	［1］堆［5］对碓队兑
tʰ	［1］推［3］腿［5］退蜕褪煺
n	［5］内
l	［2］雷［3］儡垒□{骄傲}［5］擂
ts	［5］罪最拽
tsʰ	［1］催崔揣［5］坠
s	［1］衰摔［5］碎帅率蟀□{本来装在上面的东西溜到下面}
k	［1］乖［3］拐 ［5］刽怪
kʰ	［1］盔魁［3］蒯傀块会{～计}□{哄、骗}［5］桧溃快筷
x	［1］恢灰［2］回茴怀槐淮［3］悔晦毁讳 ［5］贿汇溃会{开～}会{～不～}绘坏
Ø	［1］桅［3］煨歪［5］外□{pʰɑe33～：又胖又笨的样子}
#ɛe	
p	［1］碑卑婢冰-{水～嘞}［3］比秕饼-{～子}滗［5］闭-箅被辔篦病憋{～了一口气}
pʰ	［2］平-{～地}坪{宽洪～：地名}瓶［5］□{油香～底：香味扑鼻}
m	［1］每{①人称代词领属形式后缀：我～，你～；②第一人称代词的领格形式：～大，～妈，～老人，～家}［2］迷明-{精～}［3］美 ［5］寐命-［0］□{uɛe53～：偶尔}
f	［1］非飞妃匪榧［2］肥={指动物脂肪厚：～猪，～料}［3］翡［5］废肺吠痱费
t	［1］低底{指示代词后缀：这～个，～个}羝{山羊圪～}丁钉-{～子}靪疔［3］底{～下}抵顶-{～牛儿}［5］弟帝第递地钉{～住}定
tʰ	［1］梯听-{～话}亭{～～儿价：乖乖地}［2］停-{～当}［5］剃{上吴堡：～脑的}嚏{打喷～}
n	［2］那{“那一”的合音词：～阵儿}［3］你
l	［1］□{圪～：哈痒}［2］犁黎藜离篱璃梨剺釐狸{～猫}厘凌零-{～卖}铃-{打～}翎{鸡～}［3］礼履李里理鲤领-{～儿}［5］例励厉丽隶离{～开}利痢吏另［0］历{皇～}了{完成体助词：吃～饭再说}哩{提顿、虚拟语气词：我得赶紧走也，不～就迟到了}
ts	［1］精-{～明}睛{老}菁{蔓～}［2］贼［3］姐{～～}挤井［5］祭际秫济剂净{老}
tsʰ	［1］妻清-{水～}青-{～石板}［2］情齐脐{ト～儿}晴{～天} ［3］且□{滑落，放在边上的东西受力后掉下去}［5］砌
s	［1］西栖犀星-{～宿}腥-{～气}［3］写-洗醒-{～了}［5］谢细婿性-
tʂ	［1］知蜘蒸-正{～月}这［3］整-{齐～}［5］滞制制智雉致怔稚置治正-{反～，齐～}证-
tʂʰ	［1］痴称-{～分量}［2］池驰迟持［3］侈耻嗤［5］秤
ʂ	［1］声{～音}升［2］绳窚{住}成-［5］世势誓逝胜-{打～}剩
k	［2］给{介词}［3］给{动词}［5］给{用于固定搭配：给～他的话：要是他的话}［0］给{表示与事的介词助词：给～他；坐～一阵儿}
#iɛe	
tɕ	［5］□{死趴活～：尽力而为，用尽力气}
#uɛe	
l	［3］吕铝稆旅累［5］虑滤累类泪
ts	［1］追锥□{土地的计量单位一～等于半亩}［3］嘴［5］缀赘醉坠
tsʰ	［1］吹炊［2］垂捶槌{～头}锤［5］趣脆翠粹
s	［1］虽绥兄［2］须随谁遂［3］髓水［5］岁税秽{误读}睡瑞隧穗［0］荽{芫～}
z	［3］蕊［5］芮锐
k	［1］规圭闺龟归癸［3］诡轨癸{又}鬼［5］鳜桂跪{又}柜贵
kʰ	［1］规{老}奎亏窥逵葵簋{饭～儿：饭桶}［5］跪{又}愧
x	［1］麾挥辉徽［5］彙汇慧惠={实～}
Ø 	［1］危威违崴［2］卫为维惟{用作复句的连词表示假设的条件是自己所期望的}唯硙{磨，动词}微围兀{“兀一的合音词，～个人：那个人}［3］伪萎委尾伟苇□{形容词重叠后缀：白～～}［5］位喂硙{磨，名词}为未味魏畏胃谓蝟□{～mɛe21：偶尔}
#ɑo	
t	［1］兜［3］斗{抽～}抖陡敨［5］斗豆逗
t	［1］偷［2］头投［5］透□{性交}
n	［2］奴［3］努□{他}
l	［2］卢炉芦{～苇}鸬庐颅{奔～：额头}楼搂{～柴}耧篓{灯～儿}［3］鲁橹虏卤缕屡篓搂{～住}［5］路赂露鹭漏陋瘘□{圪～：打冷嗝儿}
ts	［1］租邹掫{端}诌{～经鬼儿：说谎的人}［3］祖组走［5］奏皱绉骤就{副词}
